"id","conference","title","work_type","url","parent_session"
"8412","26","Applications of SGML/TEI","23","",""
"8413","26","Using the TEI Scheme in Compiling a Korean Dictionary","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/kang.pdf","8412"
"8414","26","Case Study on the Markup of the Japanese Classical Texts Using SGML","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/harany.pdf","8412"
"8415","26","Text Analysis Software: Function, Requirements, and Architecture","1","","8412"
"8416","17","Textual Variation, Text Randomization, and Microanalysis","10","https://dh2016.adho.org/abstracts/355",""
"8417","14","Reverse Image Lookup, Paintings, Digitisation, Reuse","2","http://dh2013.unl.edu/abstracts/ab-243.html",""
"8418","26","Electronic classroom at the Faculty of Arts (demo)","2","",""
"8419","26","The Wittgenstein Archives at the University of Bergen (demo/poster)","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/sollohub.html",""
"8420","26","Corpus Methods for Interlingual Machine Translation","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/Vanni1.html",""
"8421","26","Lexicography","23","",""
"8422","26","An Architecture for Integrated Retrieval over Multiple Electronic Dictionaries","1","https://web.archive.org/web/19981205133920/http://www.hit.uib.no/allc/patricny.pdf","8421"
"8423","26","NORKOMPLEKS. Some Linguistic Specifications and Applications","1","https://web.archive.org/web/19990219170031/http://www.hit.uib.no/allc/nordgaar.pdf","8421"
"8424","26","EFL Wordstation","1","https://web.archive.org/web/19990220051833/http://www.hit.uib.no/allc/sobkowny.pdf","8421"
"8425","26","Hypertext Editions: Theory and Practice","23","https://web.archive.org/web/19981205074634/http://gonzo.hit.uib.no/allc-ach96/Panels/Finneran/Finneran.html",""
"8426","26","Encoding Codicological and Bibliographical Data in The Piers Plowman Electronic Archive","1","https://web.archive.org/web/19981203125711/http://gonzo.hit.uib.no/allc-ach96/Panels/Finneran/Duggan.html","8425"
"8427","26","Hypertext, Scholarly Annotation, and the Electronic Edition","1","https://web.archive.org/web/19981206212827/http://gonzo.hit.uib.no/allc-ach96/Panels/Finneran/Landow.html","8425"
"8428","26",". . . but what kind of electronic editions should we be making?","1","https://web.archive.org/web/19981206120625/http://gonzo.hit.uib.no/allc-ach96/Panels/Finneran/Robinson.html","8425"
"8429","26","NLP, Quantitative Linguistics","23","",""
"8430","26","Analysing Language Disorders: The Lexical Quantification of Aphasic Speech","1","https://web.archive.org/web/19990218085804/http://www.hit.uib.no/allc/holmes1.pdf","8429"
"8431","26","Generating thematic choices for multilingual text generation","1","https://web.archive.org/web/20000919103744/http://www.hit.uib.no/allc/lavid.pdf","8429"
"8432","26","A CoALiTS Case Study: Virginia Woolf's The Waves in French and German Translations","1","https://web.archive.org/web/20000919103800/http://www.hit.uib.no/allc/maczewsk.pdf","8429"
"8433","26","Visit to the Multimedia Lab at the Faculty of Arts","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/sanne.html",""
"8434","26","'Grotefend', a tool for deciphering ancient syllabic scripts","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/saerkkae.html",""
"8435","26","The limits to computer-based grammar checking for foreign language learners of English?","2","",""
"8436","26","Hypertext, Multimedia","23","",""
"8437","26","The Logic of Kanji Lookup in a Japanese <-> English Hyperdictionary","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/abramso2.pdf","8436"
"8438","26","Re-Locating Literary Study: The Possibilities and Pitfalls of VRML","1","",""
"8439","26","Re-Locating Literary Study: The Possibilities and Pitfalls of VRML","1","https://web.archive.org/web/19990218173517/http://www.hit.uib.no/allc/kearsley.pdf","8436"
"8440","26","Encoding, Interpretation and Theory","23","https://web.archive.org/web/19981202220707/http://gonzo.hit.uib.no/allc-ach96/Panels/Giordano/Giordano.html",""
"8441","26","Into the Crucible: Testing the Merits of Hierarchical Models, Embedded Markup, and Monolithic SGML DTDs in Light of Conceptual Models of Text","1","https://web.archive.org/web/19981202044319/http://gonzo.hit.uib.no/allc-ach96/Panels/Giordano/Cover.html","8440"
"8442","26","Why SGML is Prescriptive and Interpretive","1","https://web.archive.org/web/19981206041608/http://gonzo.hit.uib.no/allc-ach96/Panels/Giordano/Huitfeldt.html","8440"
"8443","26","Text Theory and Coding Practice: Assessing the TEI","1","https://web.archive.org/web/20000919102009/http://gonzo.hit.uib.no/allc-ach96/Panels/Giordano/molsen.html","8440"
"8444","26","TEI Encoding: the Monster and the Critics","1","https://web.archive.org/web/19981202180142/http://gonzo.hit.uib.no/allc-ach96/Panels/Giordano/sperbergmc.html","8440"
"8445","26","Manuscripts, Classics","23","",""
"8446","26","Computer assisted collation of New Testament manuscripts","1","https://web.archive.org/web/19990302081101/http://www.hit.uib.no/allc/finneyny.pdf","8445"
"8447","26","Form and Content. Conscious or Unconscious?","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/laanny.pdf","8445"
"8448","26","Palimpsest for Windows:A Tool for Computer Assisted Literary Translation Studies","2","https://web.archive.org/web/19981207035652/http://gonzo.hit.uib.no/allc-ach96/demos/maczewsk.html",""
"8449","26","Theory of markup, SGML/TEI","23","",""
"8450","26","Complementary Approaches to Representing Differences Between Structured Documents","1","https://web.archive.org/web/19990209073327/http://www.hit.uib.no/allc/barnard2.pdf","8449"
"8451","26","What Should Markup Really Be? Applying theories of text to the design of markup systems.","1","https://web.archive.org/web/19981206003211/http://www.hit.uib.no/allc/durand1.pdf","8449"
"8452","26","Book, Body and Text: The Women Writers Project and Problems of Text Encoding","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/flanders.pdf","8449"
"8453","43","Implementing TEI-based manuscript cataloguing at the Bodleian Library: challenges and solutions","1","https://eadh2018.exordo.com/files/papers/129/final_draft/EADH_finalabstract.pdf",""
"8454","26","Authoring Tools","23","",""
"8455","26","Tools of Dual Utility: Multimedia Applications for Native American Language Preservation and Teaching","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/dwyer1.pdf","8454"
"8456","26","Generating Coherent Paragraphs","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/lessard.pdf","8454"
"8458","26","The Agora Factor(y): Architecture and Assembly in / of MOOs","1","https://web.archive.org/web/19981205161951/http://gonzo.hit.uib.no/allc-ach96/Panels/Grigar/Grigar1.html#agorafact","8460"
"8460","26","The Electronic Forum, or the Agora Reinvented","23","https://web.archive.org/web/19981205161951/http://gonzo.hit.uib.no/allc-ach96/Panels/Grigar/Grigar1.html",""
"8461","26","Macrologia: Theoretical Implications of On-Line Defenses, Conferences, and Publishing","1","https://web.archive.org/web/19981205161951/http://gonzo.hit.uib.no/allc-ach96/Panels/Grigar/Grigar1.html#macrologia","8460"
"8462","26","Cybernetic Ecology: Harmonizing Student and Machine in the Humanities Classroom","1","https://web.archive.org/web/19981205161951/http://gonzo.hit.uib.no/allc-ach96/Panels/Grigar/Grigar1.html#cyberec","8460"
"8463","26","ENTRAP: Classification and identification of Early Arabic handwriting","2","",""
"8464","26","Grammatical encoding systems","23","",""
"8465","26","A Standard for Encoding Linguistic Corpora","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/ide.pdf","8464"
"8466","26","A Grammatical Coding and Analysis System for Language Data from Normal and Brain-Damaged Children","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/curtiss.pdf","8464"
"8467","26","A Norwegian tagger and a corpus investigation","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/johannes.pdf","8464"
"8468","26","Administering small- and medium-sized humanities database projects in an age of shrinking budgets","23","https://web.archive.org/web/19981201204210/http://gonzo.hit.uib.no/allc-ach96/Panels/Gants/Gants1.html",""
"8469","26","Four computer-aided approaches to determining the provenance of Christian Doctrine, attributed to John Milton","1","https://web.archive.org/web/19981201082348/http://gonzo.hit.uib.no/allc-ach96/Panels/Gants/Corns.html","8468"
"8470","26","Building a Mom and Pop Database: the 2000 books in the Milton Quarterly library become a relational database, through community effort","1","https://web.archive.org/web/19981206151830/http://gonzo.hit.uib.no/allc-ach96/Panels/Gants/Flannagan.html","8468"
"8471","26","The Studies in Bibliography Full-Text Database","1","https://web.archive.org/web/19981206024017/http://gonzo.hit.uib.no/allc-ach96/Panels/Gants/gants2.html","8468"
"8472","26","The Rossetti Archive: From Conception to Publisher","1","https://web.archive.org/web/19981206164025/http://gonzo.hit.uib.no/allc-ach96/Panels/Gants/Staples.html","8468"
"8473","26","Bibliography","23","",""
"8474","26","The analytical bibliography of electronic texts","1","https://web.archive.org/web/19990222070326/http://www.hit.uib.no/allc/lavagnin.pdf","8473"
"8475","26","Annotating as a Document Management Tool","1","https://web.archive.org/web/19981203103412/http://www.hit.uib.no/allc/mazhoud.pdf","8473"
"8476","26","Hamlet Navigator","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/weller1.html",""
"8477","26","Literary Archives and TEI","23","",""
"8478","26","Networking of Literary Archives (NOLA)","1","https://web.archive.org/web/19990209060313/http://www.hit.uib.no/allc/barnard1.pdf","8477"
"8479","26","Electronic Edition of the Midrash Pirqe Rabbi Eliezer: Creating an Encoding Manual","1","https://web.archive.org/web/19990209091322/http://www.hit.uib.no/allc/barth1.pdf","8477"
"8480","26","The Model Editions Partnership: Putting TEI Theory into Scholarly Practice","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/sperberg.pdf","8477"
"8481","26","Natural Language Processing","23","",""
"8482","26","Applying Machine Translation Techniques to the Evaluation of Pedagogical Grammars","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/berryny.pdf","8481"
"8483","26","Coordination as Direct Process","1","https://web.archive.org/web/20000919103812/http://www.hit.uib.no/allc/melany.pdf","8481"
"8484","26","Defining Verb Semantic Classes for French and Their Semantic Characterization","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/saint-ny.pdf","8481"
"8485","26","Databases","23","",""
"8486","26","The 'Thesaurus of Old English' database: a research tool for historians of language and culture","1","https://web.archive.org/web/19981206095811/http://www.hit.uib.no/allc/grundy.pdf","8485"
"8487","26","The Académie Sample Database","1","https://web.archive.org/web/19990417174101/http://www.hit.uib.no/allc/wooldrid.pdf","8485"
"8488","26","Small-time production of a big-time product: A Franco-Italian Glossary","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/morgan.pdf","8485"
"8489","26","COLT on TACT: A demonstration of the TACTweb software as applied to the Bergen Corpus of London Teenage Language","2","https://web.archive.org/web/19981206202418/http://gonzo.hit.uib.no/allc-ach96/demos/Hasund.html",""
"8490","26","Corpus based lexical analysis","23","",""
"8491","26","Aging in the Treasure: Some Methods for Evaluating Content Words in Large Data Bases","1","https://web.archive.org/web/19990204000531/http://www.hit.uib.no/allc/fortier.pdf","8490"
